"		지점번호",지점명,일시,평균기온(℃),최고기온(℃),"	최고기온시각",최저기온(℃),최저기온시각일교차,
"		232",천안,2021-01-01,-6.6,-2.1,15:34,-13.9,7:06,11.8
"		232",천안,2021-01-02,-6.2,-0.6,15:07,-12.3,8:03,11.7
"		232",천안,2021-01-03,-5.8,-0.2,14:46,-12.3,7:44,12.1
"		232",천안,2021-01-04,-4.5,1.2,15:52,-12.2,7:22,13.4
"		232",천안,2021-01-05,-4.2,-1.2,0:21,-10.4,23:55,9.2
"		232",천안,2021-01-06,-7,-2.1,14:49,-14,7:40,11.9
"		232",천안,2021-01-07,-13.1,-3.7,0:01,-18,22:29,14.3
"		232",천안,2021-01-08,-14.1,-10.1,15:07,-19.3,8:09,9.2
"		232",천안,2021-01-09,-13.4,-7.8,15:27,-20.5,7:37,12.7
"		232",천안,2021-01-10,-10.1,-3.1,14:52,-18,7:17,14.9
"		232",천안,2021-01-11,-8.1,-2.9,15:12,-13.7,5:46,10.8
"		232",천안,2021-01-12,-3.9,2.4,15:20,-11,8:01,13.4
"		232",천안,2021-01-13,2.1,9.1,14:37,-6.1,7:55,15.2
"		232",천안,2021-01-14,1.1,9.4,15:30,-5.3,7:32,14.7
"		232",천안,2021-01-15,3.6,12.2,14:46,-2.8,1:12,15
"		232",천안,2021-01-16,-2.7,1.9,0:01,-5.5,23:46,7.4
"		232",천안,2021-01-17,-4.7,0.1,15:35,-11,7:58,11.1
"		232",천안,2021-01-18,-3.1,4.4,13:14,-7.7,5:21,12.1
"		232",천안,2021-01-19,-7.2,-0.5,15:11,-13.9,7:45,13.4
"		232",천안,2021-01-20,-3.1,6.9,16:17,-11.7,6:44,18.6
"		232",천안,2021-01-21,3.8,9.1,13:48,-3,0:01,12.1
"		232",천안,2021-01-22,6,8.8,14:13,3.8,3:57,5
"		232",천안,2021-01-23,8.3,12.2,13:26,2.6,4:33,9.6
"		232",천안,2021-01-24,5.9,12.5,15:11,-0.4,7:37,12.9
"		232",천안,2021-01-25,4.9,13,15:26,-0.6,7:16,13.6
"		232",천안,2021-01-26,4.2,7.3,15:06,1.4,1:13,5.9
"		232",천안,2021-01-27,1.9,7.1,14:25,-2,23:34,9.1
"		232",천안,2021-01-28,-3,2.7,10:50,-7.3,23:58,10
"		232",천안,2021-01-29,-7.7,-3.6,14:38,-11,23:43,7.4
"		232",천안,2021-01-30,-1.3,7.6,14:27,-11.7,1:38,19.3
"		232",천안,2021-01-31,1.3,10.9,15:12,-6.9,6:51,17.8
"		232",천안,2021-02-01,5.5,11.5,14:50,0.9,0:26,10.6
"		232",천안,2021-02-02,-4,1,0:01,-6,7:44,7
"		232",천안,2021-02-03,-3.4,3,15:42,-11.7,7:36,14.7
"		232",천안,2021-02-04,-2.3,1.5,2:34,-7,24:00:00,8.5
"		232",천안,2021-02-05,-1.2,7.6,15:44,-8.4,7:00,16
"		232",천안,2021-02-06,4,11.7,14:38,-4.4,3:49,16.1
"		232",천안,2021-02-07,4,8.7,13:02,-1.5,23:51,10.2
"		232",천안,2021-02-08,-2.1,0.8,14:10,-3.9,7:29,4.7
"		232",천안,2021-02-09,-1.6,5.1,16:13,-8.4,6:39,13.5
"		232",천안,2021-02-10,0.2,8.3,14:27,-6.7,5:34,15
"		232",천안,2021-02-11,3.9,11.2,15:31,-1.3,1:09,12.5
"		232",천안,2021-02-12,4.9,15.3,15:30,-2.3,6:43,17.6
"		232",천안,2021-02-13,5.4,16,15:58,-3.5,7:02,19.5
"		232",천안,2021-02-14,7.8,14.1,15:34,1.4,1:57,12.7
"		232",천안,2021-02-15,1.8,7.1,3:12,-3.5,23:46,10.6
"		232",천안,2021-02-16,-4.3,-0.2,12:05,-9,7:33,8.8
"		232",천안,2021-02-17,-7.1,-4.9,0:01,-8.7,7:44,3.8
"		232",천안,2021-02-18,-5.2,-0.8,15:25,-9.3,5:03,8.5
"		232",천안,2021-02-19,1.1,9.4,15:53,-9.8,7:03,19.2
"		232",천안,2021-02-20,7.5,16.2,15:52,-0.7,7:35,16.9
"		232",천안,2021-02-21,11.4,22.2,13:41,1.2,7:04,21
"		232",천안,2021-02-22,6.3,15.1,12:56,0.8,23:59,14.3
"		232",천안,2021-02-23,0.4,4.7,14:54,-3.6,23:54,8.3
"		232",천안,2021-02-24,2.5,10.6,16:12,-3.7,0:20,14.3
"		232",천안,2021-02-25,3.1,8.5,14:34,-2.9,2:54,11.4
"		232",천안,2021-02-26,6.8,14.9,15:45,-2.4,7:06,17.3
"		232",천안,2021-02-27,7,11.7,15:37,0,6:17,11.7
"		232",천안,2021-02-28,6.6,12.8,15:47,-2.1,7:01,14.9
"		232",천안,2021-03-01,7,11,12:06,1.4,23:07,9.6
"		232",천안,2021-03-02,2.3,6.7,16:23,-1.6,23:50,8.3
"		232",천안,2021-03-03,2.7,9.3,14:35,-3.5,5:58,12.8
"		232",천안,2021-03-04,4.4,10.3,15:08,-0.7,3:01,11
"		232",천안,2021-03-05,6.6,16.3,14:42,-2.2,6:51,18.5
"		232",천안,2021-03-06,6.5,12.4,12:43,3.2,7:34,9.2
"		232",천안,2021-03-07,6.1,10.8,16:22,2.9,0:25,7.9
"		232",천안,2021-03-08,5.4,13.6,15:07,-1.8,7:00,15.4
"		232",천안,2021-03-09,5,12.3,13:05,-1.3,6:25,13.6
"		232",천안,2021-03-10,6.6,16.6,15:47,-2.2,7:00,18.8
"		232",천안,2021-03-11,8.3,17.2,15:31,-0.8,6:47,18
"		232",천안,2021-03-12,7.8,9.5,16:26,5.5,23:41,4
"		232",천안,2021-03-13,7.2,14.8,14:25,0.4,7:00,14.4
"		232",천안,2021-03-14,7.7,14.2,15:15,1,6:56,13.2
"		232",천안,2021-03-15,10.2,18.2,14:43,0.9,6:19,17.3
"		232",천안,2021-03-16,8.4,13.2,14:50,1.5,23:48,11.7
"		232",천안,2021-03-17,7.4,18,15:58,-2.1,6:16,20.1
"		232",천안,2021-03-18,9.9,19.1,15:40,0.6,6:16,18.5
"		232",천안,2021-03-19,13.4,18.1,14:57,9.7,1:12,8.4
"		232",천안,2021-03-20,8.3,12,0:01,6.2,23:58,5.8
"		232",천안,2021-03-21,5.7,9.4,13:51,3.6,23:58,5.8
"		232",천안,2021-03-22,5.9,12.4,15:33,-0.8,6:34,13.2
"		232",천안,2021-03-23,7.6,17.6,14:10,-1.8,5:46,19.4
"		232",천안,2021-03-24,8.8,17.7,15:23,-0.6,6:44,18.3
"		232",천안,2021-03-25,11.2,19.9,15:54,3.4,3:26,16.5
"		232",천안,2021-03-26,11.3,22.2,15:24,2.3,6:28,19.9
"		232",천안,2021-03-27,11.2,15.5,12:25,4.7,5:06,10.8
"		232",천안,2021-03-28,10.4,14.5,1:51,9,10:03,5.5
"		232",천안,2021-03-29,11.1,16.8,15:42,7.4,23:57,9.4
"		232",천안,2021-03-30,10.1,18.7,15:27,1.6,5:59,17.1
"		232",천안,2021-03-31,12.2,23.2,15:20,0.2,6:12,23
"		232",천안,2021-04-01,14.4,20.8,14:47,6,5:51,14.8
"		232",천안,2021-04-02,17,21.4,13:54,12.4,6:18,9
"		232",천안,2021-04-03,15.6,17.6,0:01,13.3,23:59,4.3
"		232",천안,2021-04-04,11,13.4,15:29,7,23:54,6.4
"		232",천안,2021-04-05,10.1,17.5,15:57,1.9,6:32,15.6
"		232",천안,2021-04-06,11.6,19.3,14:10,4.1,4:15,15.2
"		232",천안,2021-04-07,12.3,21.2,13:37,3.4,5:41,17.8
"		232",천안,2021-04-08,11.4,18,14:17,2.9,6:43,15.1
"		232",천안,2021-04-09,11.1,19,16:07,1.6,6:04,17.4
"		232",천안,2021-04-10,10.7,18.2,15:01,3.1,6:02,15.1
"		232",천안,2021-04-11,13,21.7,14:53,2.9,6:15,18.8
"		232",천안,2021-04-12,12.6,16.2,11:16,9.9,5:30,6.3
"		232",천안,2021-04-13,10.3,15.3,11:32,5,23:54,10.3
"		232",천안,2021-04-14,8,14.7,13:54,1.2,6:10,13.5
"		232",천안,2021-04-15,9.3,18.1,16:25,0,4:48,18.1
"		232",천안,2021-04-16,10,14.9,16:20,5,1:44,9.9
"		232",천안,2021-04-17,8.5,15.3,14:15,1.1,5:51,14.2
"		232",천안,2021-04-18,9.8,15,14:46,4.9,23:58,10.1
"		232",천안,2021-04-19,11.2,20.6,14:32,0.2,5:53,20.4
"		232",천안,2021-04-20,13.4,23.4,15:02,2.9,5:47,20.5
"		232",천안,2021-04-21,18.1,28.7,15:49,5.7,6:08,23
"		232",천안,2021-04-22,20.5,28.7,15:19,14.5,6:15,14.2
"		232",천안,2021-04-23,18.3,21.9,14:24,14.9,4:27,7
"		232",천안,2021-04-24,16.8,23,14:41,10.6,23:51,12.4
"		232",천안,2021-04-25,16.2,23.7,16:38,7.6,5:26,16.1
"		232",천안,2021-04-26,15.1,22,16:27,5.9,5:46,16.1
"		232",천안,2021-04-27,14.8,19.9,15:27,8.9,5:35,11
"		232",천안,2021-04-28,14.5,20.4,15:52,10.3,5:57,10.1
"		232",천안,2021-04-29,14,19.9,15:34,9,5:51,10.9
"		232",천안,2021-04-30,11.4,16.1,13:56,8.9,5:38,7.2
"		232",천안,2021-05-01,10.1,12.9,13:12,8.5,0:34,4.4
"		232",천안,2021-05-02,11.5,18,15:22,6.6,23:57,11.4
"		232",천안,2021-05-03,12.6,21.9,16:04,3.3,5:31,18.6
"		232",천안,2021-05-04,15.3,20.8,15:42,9.3,1:55,11.5
"		232",천안,2021-05-05,13.5,19,13:42,5.8,23:47,13.2
"		232",천안,2021-05-06,13.3,22.8,15:29,3,5:30,19.8
"		232",천안,2021-05-07,12.8,18.7,8:49,7.4,3:59,11.3
"		232",천안,2021-05-08,14.2,22.6,15:00,4.9,5:12,17.7
"		232",천안,2021-05-09,14.6,21.7,15:32,6.4,5:39,15.3
"		232",천안,2021-05-10,11,13,18:31,7.4,2:45,5.6
"		232",천안,2021-05-11,16.6,22.1,15:52,11.9,5:05,10.2
"		232",천안,2021-05-12,18.2,25.7,16:09,9.9,5:45,15.8
"		232",천안,2021-05-13,20,28.4,15:36,11.1,5:07,17.3
"		232",천안,2021-05-14,21.9,29.7,14:57,13.1,5:13,16.6
"		232",천안,2021-05-15,21.2,25,14:42,18.2,5:12,6.8
"		232",천안,2021-05-16,20.6,22.3,11:58,16.4,23:59,5.9
"		232",천안,2021-05-17,15.8,16.6,10:21,14.5,22:33,2.1
"		232",천안,2021-05-18,17.3,23.6,16:45,13.2,23:59,10.4
"		232",천안,2021-05-19,18.4,26.6,14:33,10.3,5:27,16.3
"		232",천안,2021-05-20,16.2,20.5,11:43,14.5,4:59,6
"		232",천안,2021-05-21,14.3,15.7,0:03,12.6,23:49,3.1
"		232",천안,2021-05-22,16.6,23.6,15:32,11.6,2:29,12
"		232",천안,2021-05-23,18.2,25,12:51,10.4,4:57,14.6
"		232",천안,2021-05-24,17.6,23.8,15:00,11.9,23:57,11.9
"		232",천안,2021-05-25,14.3,20.3,14:30,9.5,23:57,10.8
"		232",천안,2021-05-26,15.2,23,13:57,8.2,3:09,14.8
"		232",천안,2021-05-27,15,19.2,14:33,10.3,23:58,8.9
"		232",천안,2021-05-28,13.6,17.7,18:22,9.4,2:31,8.3
"		232",천안,2021-05-29,16.2,23.5,13:18,9.9,5:35,13.6
"		232",천안,2021-05-30,18.3,26.6,16:29,9.1,4:37,17.5
"		232",천안,2021-05-31,18.9,23.9,15:28,15.6,23:58,8.3
"		232",천안,2021-06-01,20.3,26.4,16:14,14.9,4:06,11.5
"		232",천안,2021-06-02,22.4,29.2,14:52,14.1,5:43,15.1
"		232",천안,2021-06-03,17.6,20.5,9:27,14.2,23:52,6.3
"		232",천안,2021-06-04,18,24.7,14:03,11.9,5:24,12.8
"		232",천안,2021-06-05,19.4,26.1,13:31,13,2:57,13.1
"		232",천안,2021-06-06,20.5,26.6,16:48,14.7,5:34,11.9
"		232",천안,2021-06-07,20.2,26.6,16:37,13.6,5:21,13
"		232",천안,2021-06-08,22.8,29.1,15:16,16.1,5:19,13
"		232",천안,2021-06-09,24.2,32,16:41,17.1,3:25,14.9
"		232",천안,2021-06-10,23.6,28.9,15:12,18.8,3:41,10.1
"		232",천안,2021-06-11,22,27.6,14:56,18.5,23:42,9.1
"		232",천안,2021-06-12,23,30.4,16:34,17.1,5:38,13.3
"		232",천안,2021-06-13,23.4,29.8,15:18,19.4,3:05,10.4
"		232",천안,2021-06-14,23.1,29,15:06,17.5,4:28,11.5
"		232",천안,2021-06-15,22.4,24.8,17:29,20.3,2:21,4.5
"		232",천안,2021-06-16,23.3,27.1,16:51,20,24:00:00,7.1
"		232",천안,2021-06-17,21.1,23.4,11:58,19,4:44,4.4
"		232",천안,2021-06-18,20.4,22.9,15:40,18.8,23:06,4.1
"		232",천안,2021-06-19,21.8,28.1,15:24,17,6:03,11.1
"		232",천안,2021-06-20,22.6,29.6,15:26,15.7,5:32,13.9
"		232",천안,2021-06-21,22.7,29,15:15,17.4,23:47,11.6
"		232",천안,2021-06-22,20.8,27.4,14:01,15.7,2:37,11.7
"		232",천안,2021-06-23,19.4,22.5,11:39,16.8,23:51,5.7
"		232",천안,2021-06-24,21.7,27.1,14:49,16.5,5:17,10.6
"		232",천안,2021-06-25,23.1,29.3,15:07,17.1,4:17,12.2
"		232",천안,2021-06-26,21.1,26,16:22,18.5,23:47,7.5
"		232",천안,2021-06-27,23.4,28.6,16:23,17.1,4:36,11.5
"		232",천안,2021-06-28,22.7,28,13:59,19.1,23:56,8.9
"		232",천안,2021-06-29,22.9,28.2,16:05,17.4,5:20,10.8
"		232",천안,2021-06-30,23.4,28.8,16:23,19.4,4:25,9.4
"		232",천안,2021-07-01,25.1,31.2,16:27,18.9,4:54,12.3
"		232",천안,2021-07-02,25.2,30.2,15:53,19.9,5:22,10.3
"		232",천안,2021-07-03,22.5,25.7,11:51,20.5,19:19,5.2
"		232",천안,2021-07-04,22.5,24,14:26,20.7,0:01,3.3
"		232",천안,2021-07-05,22.5,26.2,14:50,19.7,4:02,6.5
"		232",천안,2021-07-06,23.4,27,13:49,20,5:17,7
"		232",천안,2021-07-07,24.7,27.2,14:09,21.9,6:31,5.3
"		232",천안,2021-07-08,25.1,30,16:42,22.1,23:38,7.9
"		232",천안,2021-07-09,24.5,29.5,14:49,21.1,23:38,8.4
"		232",천안,2021-07-10,25.1,29.5,12:54,21.4,0:01,8.1
"		232",천안,2021-07-11,25.1,29.3,16:22,22.5,23:50,6.8
"		232",천안,2021-07-12,26.2,32.3,15:56,21.2,2:48,11.1
"		232",천안,2021-07-13,27.4,32,14:55,22.7,5:34,9.3
"		232",천안,2021-07-14,27.5,31.7,12:02,22.9,5:08,8.8
"		232",천안,2021-07-15,27.2,33.3,13:12,22.6,23:57,10.7
"		232",천안,2021-07-16,25.9,32.7,14:44,21.1,5:18,11.6
"		232",천안,2021-07-17,25.5,30.1,17:23,20.5,3:44,9.6
"		232",천안,2021-07-18,26.7,31.8,13:46,21.5,5:36,10.3
"		232",천안,2021-07-19,26.2,31.7,13:52,22.4,4:00,9.3
"		232",천안,2021-07-20,26.5,30.5,16:39,22.7,4:13,7.8
"		232",천안,2021-07-21,27.7,33.8,15:24,21.6,5:42,12.2
"		232",천안,2021-07-22,27.1,33.6,14:31,21,5:33,12.6
"		232",천안,2021-07-23,27.7,34.1,15:11,21.7,5:47,12.4
"		232",천안,2021-07-24,28,33.7,15:21,22.9,5:19,10.8
"		232",천안,2021-07-25,27.8,33.2,13:00,22.8,4:41,10.4
"		232",천안,2021-07-26,28.1,33.4,16:06,24,23:46,9.4
"		232",천안,2021-07-27,28.1,34.2,15:20,21.6,5:44,12.6
"		232",천안,2021-07-28,28.6,34.2,16:00,23.6,5:53,10.6
"		232",천안,2021-07-29,27.7,33.4,13:51,22.7,5:52,10.7
"		232",천안,2021-07-30,28.9,34.6,15:13,23.8,6:04,10.8
"		232",천안,2021-07-31,28.4,33.9,15:06,24.8,23:53,9.1
"		232",천안,2021-08-01,25.8,30.7,13:48,23,3:51,7.7
"		232",천안,2021-08-02,25.2,27.8,14:38,23.3,3:47,4.5
"		232",천안,2021-08-03,26.5,30.5,13:32,23.7,5:41,6.8
"		232",천안,2021-08-04,27.5,32.4,13:55,23.2,5:49,9.2
"		232",천안,2021-08-05,28,33.6,14:20,23.2,5:58,10.4
"		232",천안,2021-08-06,27.4,33.8,15:01,23.2,22:57,10.6
"		232",천안,2021-08-07,26.3,32.2,14:19,21.4,5:40,10.8
"		232",천안,2021-08-08,25.2,29.6,13:24,21.8,2:01,7.8
"		232",천안,2021-08-09,26.7,32.3,15:51,20.9,6:29,11.4
"		232",천안,2021-08-10,24.7,29.3,13:04,21.4,6:01,7.9
"		232",천안,2021-08-11,25.7,31.5,15:23,20.8,5:31,10.7
"		232",천안,2021-08-12,25.2,30.5,13:59,20.7,22:00,9.8
"		232",천안,2021-08-13,24.3,28,15:21,20.6,4:22,7.4
"		232",천안,2021-08-14,24.6,28.3,15:44,22.3,4:54,6
"		232",천안,2021-08-15,25.1,30.6,14:55,19.4,5:58,11.2
"		232",천안,2021-08-16,24.6,28.9,13:28,19.7,5:30,9.2
"		232",천안,2021-08-17,23.6,28.6,15:45,19.7,5:05,8.9
"		232",천안,2021-08-18,22.8,29.2,17:28,19.3,2:33,9.9
"		232",천안,2021-08-19,23.1,29,16:02,18.5,3:05,10.5
"		232",천안,2021-08-20,24.3,30.2,14:08,19.3,5:45,10.9
"		232",천안,2021-08-21,23.1,27.8,15:51,21.2,1:32,6.6
"		232",천안,2021-08-22,23.6,27.2,15:37,20.3,6:13,6.9
"		232",천안,2021-08-23,21.4,23.8,11:13,20.3,17:54,3.5
"		232",천안,2021-08-24,24,28.1,16:15,21,0:13,7.1
"		232",천안,2021-08-25,22.6,23.9,11:46,21.8,12:36,2.1
"		232",천안,2021-08-26,24.1,28,14:09,21.3,7:00,6.7
"		232",천안,2021-08-27,21,24.5,8:18,18.2,23:53,6.3
"		232",천안,2021-08-28,21.6,25.5,17:02,18,2:59,7.5
"		232",천안,2021-08-29,21.4,26.9,15:50,17.8,6:00,9.1
"		232",천안,2021-08-30,21.5,25,15:52,18.8,4:54,6.2
"		232",천안,2021-08-31,21.4,24,14:02,19.5,20:15,4.5
"		232",천안,2021-09-01,22,23.7,14:33,21,0:01,2.7
"		232",천안,2021-09-02,22.5,25.2,11:50,19.9,23:00,5.3
"		232",천안,2021-09-03,22.5,28,16:24,18.3,3:22,9.7
"		232",천안,2021-09-04,21.4,26.8,14:00,16.6,6:09,10.2
"		232",천안,2021-09-05,20.6,24.8,15:53,16.3,6:01,8.5
"		232",천안,2021-09-06,20.2,24.7,12:06,17,3:09,7.7
"		232",천안,2021-09-07,20.3,22.8,18:00,18.2,0:01,4.6
"		232",천안,2021-09-08,21,26.4,14:32,16.8,23:41,9.6
"		232",천안,2021-09-09,20.2,27.6,14:46,15.3,3:26,12.3
"		232",천안,2021-09-10,21.7,27.6,13:47,17.3,6:14,10.3
"		232",천안,2021-09-11,22.4,28.8,15:16,18.2,2:30,10.6
"		232",천안,2021-09-12,22.1,28.9,14:23,17.6,3:01,11.3
"		232",천안,2021-09-13,22.7,28.9,14:40,18.3,23:44,10.6
"		232",천안,2021-09-14,21.5,25.9,14:17,17.6,2:45,8.3
"		232",천안,2021-09-15,21.4,28.1,15:28,15.4,5:57,12.7
"		232",천안,2021-09-16,21.2,26.1,13:49,14.9,2:49,11.2
"		232",천안,2021-09-17,19.1,21.5,0:01,15.5,23:18,6
"		232",천안,2021-09-18,19.9,27.2,15:27,13.2,6:07,14
"		232",천안,2021-09-19,21.1,27.8,15:10,16.1,5:51,11.7
"		232",천안,2021-09-20,21.8,26.2,12:55,15.5,6:30,10.7
"		232",천안,2021-09-21,21.9,25.8,15:02,19.5,21:19,6.3
"		232",천안,2021-09-22,20.3,26,14:40,17.2,6:03,8.8
"		232",천안,2021-09-23,19,25,13:14,13.7,5:44,11.3
"		232",천안,2021-09-24,19.3,26,15:22,12.9,6:31,13.1
"		232",천안,2021-09-25,19.7,23.4,12:53,15.5,2:38,7.9
"		232",천안,2021-09-26,20.5,25.1,15:17,16.5,3:41,8.6
"		232",천안,2021-09-27,20.5,25.6,13:30,17.1,5:51,8.5
"		232",천안,2021-09-28,20.6,24.1,14:12,18.2,6:45,5.9
"		232",천안,2021-09-29,20.2,22.5,14:36,18.5,24:00:00,4
"		232",천안,2021-09-30,20.2,27.1,14:15,16.1,5:33,11
"		232",천안,2021-10-01,19.9,27.1,15:19,15.1,4:22,12
"		232",천안,2021-10-02,19,26.1,15:19,14.1,2:38,12
"		232",천안,2021-10-03,19.9,28.7,13:54,14.8,3:48,13.9
"		232",천안,2021-10-04,21,27.7,14:39,14.8,3:03,12.9
"		232",천안,2021-10-05,22,28.1,14:31,16.8,6:24,11.3
"		232",천안,2021-10-06,20.5,24.4,14:51,17.3,23:56,7.1
"		232",천안,2021-10-07,19.1,21.2,10:00,17.1,0:09,4.1
"		232",천안,2021-10-08,19.4,21.5,14:05,17.7,0:59,3.8
"		232",천안,2021-10-09,21.3,26.7,16:00,18.6,23:42,8.1
"		232",천안,2021-10-10,20.8,27,16:03,15.8,23:00,11.2
"		232",천안,2021-10-11,16,18.4,13:52,13.2,5:30,5.2
"		232",천안,2021-10-12,16.3,17,0:44,15.6,16:45,1.4
"		232",천안,2021-10-13,18,23.5,13:38,14.1,5:48,9.4
"		232",천안,2021-10-14,18,24.3,15:22,13.1,7:00,11.2
"		232",천안,2021-10-15,17.5,20.6,13:24,15.1,0:01,5.5
"		232",천안,2021-10-16,11.4,17,0:08,5.2,23:54,11.8
"		232",천안,2021-10-17,4.7,10.6,14:35,0.3,5:22,10.3
"		232",천안,2021-10-18,7.7,16.5,14:48,-1.2,6:27,17.7
"		232",천안,2021-10-19,9.8,16,14:03,4.4,23:35,11.6
"		232",천안,2021-10-20,7.5,15.4,15:01,1.2,6:33,14.2
"		232",천안,2021-10-21,7.7,15.6,14:55,1,6:59,14.6
"		232",천안,2021-10-22,8.1,16.5,15:05,1.2,6:45,15.3
"		232",천안,2021-10-23,8.7,18.2,15:04,1.6,7:10,16.6
"		232",천안,2021-10-24,8.9,17.8,14:56,1.8,6:50,16
"		232",천안,2021-10-25,9,17.6,13:57,2.5,6:18,15.1
"		232",천안,2021-10-26,9.8,18.5,14:03,2.7,6:31,15.8
"		232",천안,2021-10-27,10.5,18.3,13:09,4.5,23:59,13.8
"		232",천안,2021-10-28,9.2,19,15:44,1.8,7:01,17.2
"		232",천안,2021-10-29,10.9,19.3,13:56,4.2,7:11,15.1
"		232",천안,2021-10-30,10.5,17.4,15:46,6.3,3:30,11.1
"		232",천안,2021-10-31,10.7,19.7,14:15,4.2,4:46,15.5
"		232",천안,2021-11-01,10.8,17.9,13:24,6.9,3:39,11
"		232",천안,2021-11-02,10.5,16.9,14:15,6.2,7:00,10.7
"		232",천안,2021-11-03,9.5,17.1,14:23,2.8,6:55,14.3
"		232",천안,2021-11-04,11.3,18.3,14:17,6.2,6:29,12.1
"		232",천안,2021-11-05,10.1,19.5,14:54,4.9,7:24,14.6
"		232",천안,2021-11-06,11.4,20.2,14:51,4.3,6:24,15.9
"		232",천안,2021-11-07,13.5,21.1,13:11,4.6,6:58,16.5
"		232",천안,2021-11-08,9.8,16,5:47,5.9,23:02,10.1
"		232",천안,2021-11-09,6.6,10.7,13:36,4.6,5:34,6.1
"		232",천안,2021-11-10,4.1,6.2,23:56,0.2,6:54,6
"		232",천안,2021-11-11,5.4,10.1,13:39,0.8,7:04,9.3
"		232",천안,2021-11-12,4.4,8.5,13:35,0.7,7:05,7.8
"		232",천안,2021-11-13,5.3,13.4,14:54,-1.8,6:41,15.2
"		232",천안,2021-11-14,8.5,17.2,14:13,2.9,2:24,14.3
"		232",천안,2021-11-15,7.1,15.5,14:28,1.5,6:06,14
"		232",천안,2021-11-16,6.2,14.7,13:40,0.9,7:15,13.8
